id,cnty_name,state_cd,cnty_cd,chronic_disease,avg_cost,population,cnty_pop,percent_pop,us_avg,cost_variance,std_dev,dif_from_dev,cost_flag
21015,"BOONE, KY",18,70,Alzheimer,930,2,29,6.9,1724.195349,6818053.545,2611.140277,0,
36059,"NASSAU, NY",33,400,Alzheimer,1462,122,500,24.4,1724.195349,6818053.545,2611.140277,0,
21027,"BRECKINRIDGE, KY",18,130,Alzheimer,5120,2,7,28.57,1724.195349,6818053.545,2611.140277,784.664374,high
48141,"EL PASO, TX",45,480,Alzheimer,830,55,205,26.83,1724.195349,6818053.545,2611.140277,0,
12115,"SARASOTA, FL",10,570,Alzheimer,5989.2,64,277,23.1,1724.195349,6818053.545,2611.140277,1653.864374,high
47089,"JEFFERSON, TN",44,440,Alzheimer,240,9,38,23.68,1724.195349,6818053.545,2611.140277,0,
21029,"BULLITT, KY",18,140,Alzheimer,60,8,18,44.44,1724.195349,6818053.545,2611.140277,0,
47155,"SEVIER, TN",44,770,Alzheimer,510,14,53,26.42,1724.195349,6818053.545,2611.140277,0,
21037,"CAMPBELL, KY",18,180,Alzheimer,620,6,30,20,1724.195349,6818053.545,2611.140277,0,
39017,"BUTLER, OH",36,80,Alzheimer,710,25,138,18.12,1724.195349,6818053.545,2611.140277,0,
21047,"CHRISTIAN, KY",18,230,Alzheimer,2350,6,19,31.58,1724.195349,6818053.545,2611.140277,0,
42069,"LACKAWANNA, PA",39,420,Alzheimer,980,29,96,30.21,1724.195349,6818053.545,2611.140277,0,
21049,"CLARK, KY",18,240,Alzheimer,950,6,18,33.33,1724.195349,6818053.545,2611.140277,0,
51600,"FAIRFAX CITY, VA",49,288,Alzheimer,2970,8,28,28.57,1724.195349,6818053.545,2611.140277,0,
1077,"LAUDERDALE, AL",1,380,Alzheimer,170,11,55,20,1724.195349,6818053.545,2611.140277,0,
36055,"MONROE, NY",33,370,Alzheimer,1138,73,267,27.34,1724.195349,6818053.545,2611.140277,0,
1127,"WALKER, AL",1,630,Alzheimer,1090,10,51,19.61,1724.195349,6818053.545,2611.140277,0,
39005,"ASHLAND, OH",36,20,Alzheimer,9268,5,23,21.74,1724.195349,6818053.545,2611.140277,4932.664374,high
5035,"CRITTENDEN, AR",4,170,Alzheimer,1960,11,39,28.21,1724.195349,6818053.545,2611.140277,0,
47149,"RUTHERFORD, TN",44,740,Alzheimer,1890,17,64,26.56,1724.195349,6818053.545,2611.140277,0,
12121,"SUWANNEE, FL",10,600,Alzheimer,430,5,16,31.25,1724.195349,6818053.545,2611.140277,0,
46067,"HUTCHINSON, SD",43,330,Alzheimer,1720,2,6,33.33,1724.195349,6818053.545,2611.140277,0,
21059,"DAVIESS, KY",18,290,Alzheimer,830,6,42,14.29,1724.195349,6818053.545,2611.140277,0,
42071,"LANCASTER, PA",39,440,Alzheimer,340,37,179,20.67,1724.195349,6818053.545,2611.140277,0,
21067,"FAYETTE, KY",18,330,Alzheimer,1095,16,76,21.05,1724.195349,6818053.545,2611.140277,0,
41011,"COOS, OR",38,50,Alzheimer,13448,9,41,21.95,1724.195349,6818053.545,2611.140277,9112.664374,high
21069,"FLEMING, KY",18,340,Alzheimer,440,3,6,50,1724.195349,6818053.545,2611.140277,0,
39153,"SUMMIT, OH",36,780,Alzheimer,13618,39,191,20.42,1724.195349,6818053.545,2611.140277,9282.664374,high
21071,"FLOYD, KY",18,350,Alzheimer,1280,2,18,11.11,1724.195349,6818053.545,2611.140277,0,
48187,"GUADALUPE, TX",45,581,Alzheimer,1010,11,31,35.48,1724.195349,6818053.545,2611.140277,0,
21075,"FULTON, KY",18,361,Alzheimer,1090,2,6,33.33,1724.195349,6818053.545,2611.140277,0,
48199,"HARDIN, TX",45,600,Alzheimer,5240,6,26,23.08,1724.195349,6818053.545,2611.140277,904.664374,high
5039,"DALLAS, AR",4,190,Alzheimer,1500,1,5,20,1724.195349,6818053.545,2611.140277,0,
37093,"HOKE, NC",34,460,Alzheimer,2560,2,10,20,1724.195349,6818053.545,2611.140277,0,
6075,"SAN FRANCISCO, CA",5,480,Alzheimer,570,60,250,24,1724.195349,6818053.545,2611.140277,0,
42079,"LUZERNE, PA",39,480,Alzheimer,110,32,137,23.36,1724.195349,6818053.545,2611.140277,0,
12127,"VOLUSIA, FL",10,630,Alzheimer,1280,56,270,20.74,1724.195349,6818053.545,2611.140277,0,
55105,"ROCK, WI",52,520,Alzheimer,750,13,62,20.97,1724.195349,6818053.545,2611.140277,0,
21093,"HARDIN, KY",18,460,Alzheimer,480,10,45,22.22,1724.195349,6818053.545,2611.140277,0,
45013,"BEAUFORT, SC",42,60,Alzheimer,385,21,77,27.27,1724.195349,6818053.545,2611.140277,0,
21095,"HARLAN, KY",18,470,Alzheimer,4500,8,19,42.11,1724.195349,6818053.545,2611.140277,164.664374,high
55099,"PRICE, WI",52,490,Alzheimer,1760,2,9,22.22,1724.195349,6818053.545,2611.140277,0,
6077,"SAN JOAQUIN, CA",5,490,Alzheimer,5552.666667,34,176,19.32,1724.195349,6818053.545,2611.140277,1217.331041,high
48215,"HIDALGO, TX",45,650,Alzheimer,1510,49,189,25.93,1724.195349,6818053.545,2611.140277,0,
12129,"WAKULLA, FL",10,640,Alzheimer,380,5,17,29.41,1724.195349,6818053.545,2611.140277,0,
42081,"LYCOMING, PA",39,510,Alzheimer,3400,7,49,14.29,1724.195349,6818053.545,2611.140277,0,
21107,"HOPKINS, KY",18,530,Alzheimer,1810,11,27,40.74,1724.195349,6818053.545,2611.140277,0,
41003,"BENTON, OR",38,10,Alzheimer,830,7,28,25,1724.195349,6818053.545,2611.140277,0,
21111,"JEFFERSON, KY",18,550,Alzheimer,1380,71,314,22.61,1724.195349,6818053.545,2611.140277,0,
48217,"HILL, TX",45,651,Alzheimer,875,4,15,26.67,1724.195349,6818053.545,2611.140277,0,
12131,"WALTON, FL",10,650,Alzheimer,1530,9,25,36,1724.195349,6818053.545,2611.140277,0,
36111,"ULSTER, NY",33,740,Alzheimer,6998,13,57,22.81,1724.195349,6818053.545,2611.140277,2662.664374,high
6081,"SAN MATEO, CA",5,510,Alzheimer,3170,39,213,18.31,1724.195349,6818053.545,2611.140277,0,
55097,"PORTAGE, WI",52,480,Alzheimer,7170,8,32,25,1724.195349,6818053.545,2611.140277,2834.664374,high
13021,"BIBB, GA",11,90,Alzheimer,1975,14,70,20,1724.195349,6818053.545,2611.140277,0,
48225,"HOUSTON, TX",45,660,Alzheimer,4150,5,8,62.5,1724.195349,6818053.545,2611.140277,0,
13051,"CHATHAM, GA",11,220,Alzheimer,510,29,106,27.36,1724.195349,6818053.545,2611.140277,0,
48227,"HOWARD, TX",45,661,Alzheimer,510,3,11,27.27,1724.195349,6818053.545,2611.140277,0,
21163,"MEADE, KY",18,801,Alzheimer,100,1,2,50,1724.195349,6818053.545,2611.140277,0,
50027,"WINDSOR, VT",47,130,Alzheimer,2090,12,38,31.58,1724.195349,6818053.545,2611.140277,0,
21175,"MORGAN, KY",18,861,Alzheimer,70,1,7,14.29,1724.195349,6818053.545,2611.140277,0,
36065,"ONEIDA, NY",33,510,Alzheimer,1110,18,94,19.15,1724.195349,6818053.545,2611.140277,0,
21179,"NELSON, KY",18,890,Alzheimer,2980,9,21,42.86,1724.195349,6818053.545,2611.140277,0,
42095,"NORTHAMPTON, PA",39,590,Alzheimer,1710,32,114,28.07,1724.195349,6818053.545,2611.140277,0,
21197,"POWELL, KY",18,971,Alzheimer,570,2,6,33.33,1724.195349,6818053.545,2611.140277,0,
55079,"MILWAUKEE, WI",52,390,Alzheimer,1390,61,334,18.26,1724.195349,6818053.545,2611.140277,0,
1133,"WINSTON, AL",1,660,Alzheimer,960,8,21,38.1,1724.195349,6818053.545,2611.140277,0,
45007,"ANDERSON, SC",42,30,Alzheimer,890,23,100,23,1724.195349,6818053.545,2611.140277,0,
6083,"SANTA BARBARA, CA",5,520,Alzheimer,1070,25,104,24.04,1724.195349,6818053.545,2611.140277,0,
42091,"MONTGOMERY, PA",39,560,Alzheimer,1675,60,284,21.13,1724.195349,6818053.545,2611.140277,0,
13057,"CHEROKEE, GA",11,250,Alzheimer,2300,11,45,24.44,1724.195349,6818053.545,2611.140277,0,
48303,"LUBBOCK, TX",45,770,Alzheimer,3810,18,80,22.5,1724.195349,6818053.545,2611.140277,0,
6085,"SANTA CLARA, CA",5,530,Alzheimer,3794.5,105,464,22.63,1724.195349,6818053.545,2611.140277,0,
48291,"LIBERTY, TX",45,757,Alzheimer,2530,6,19,31.58,1724.195349,6818053.545,2611.140277,0,
13067,"COBB, GA",11,290,Alzheimer,523.333333,37,184,20.11,1724.195349,6818053.545,2611.140277,0,
54011,"CABELL, WV",51,50,Alzheimer,2190,11,67,16.42,1724.195349,6818053.545,2611.140277,0,
22009,"AVOYELLES, LA",19,40,Alzheimer,1160,2,15,13.33,1724.195349,6818053.545,2611.140277,0,
48309,"MC LENNAN, TX",45,780,Alzheimer,740,22,92,23.91,1724.195349,6818053.545,2611.140277,0,
22017,"CADDO, LA",19,80,Alzheimer,3200,34,144,23.61,1724.195349,6818053.545,2611.140277,0,
39061,"HAMILTON, OH",36,310,Alzheimer,10224,93,296,31.42,1724.195349,6818053.545,2611.140277,5888.664374,high
22019,"CALCASIEU, LA",19,90,Alzheimer,870,15,75,20,1724.195349,6818053.545,2611.140277,0,
51001,"ACCOMACK, VA",49,0,Alzheimer,2550,4,19,21.05,1724.195349,6818053.545,2611.140277,0,
2020,"ANCHORAGE, AK",2,20,Alzheimer,1110,14,91,15.38,1724.195349,6818053.545,2611.140277,0,
41041,"LINCOLN, OR",38,200,Alzheimer,2660,5,29,17.24,1724.195349,6818053.545,2611.140277,0,
6087,"SANTA CRUZ, CA",5,540,Alzheimer,7997,16,81,19.75,1724.195349,6818053.545,2611.140277,3661.664374,high
48331,"MILAM, TX",45,795,Alzheimer,1200,2,9,22.22,1724.195349,6818053.545,2611.140277,0,
22033,"E. BATON ROUGE, LA",19,160,Alzheimer,1313.333333,27,147,18.37,1724.195349,6818053.545,2611.140277,0,
41043,"LINN, OR",38,210,Alzheimer,250,10,69,14.49,1724.195349,6818053.545,2611.140277,0,
13089,"DE KALB, GA",11,370,Alzheimer,830,47,176,26.7,1724.195349,6818053.545,2611.140277,0,
41019,"DOUGLAS, OR",38,90,Alzheimer,1470,17,72,23.61,1724.195349,6818053.545,2611.140277,0,
22045,"IBERIA, LA",19,220,Alzheimer,170,10,26,38.46,1724.195349,6818053.545,2611.140277,0,
40143,"TULSA, OK",37,710,Alzheimer,3154,57,263,21.67,1724.195349,6818053.545,2611.140277,0,
22051,"JEFFERSON, LA",19,250,Alzheimer,3095,48,173,27.75,1724.195349,6818053.545,2611.140277,0,
42101,"PHILADELPHIA, PA",39,620,Alzheimer,2294.6,104,490,21.22,1724.195349,6818053.545,2611.140277,0,
5063,"INDEPENDENCE, AR",4,310,Alzheimer,80,7,29,24.14,1724.195349,6818053.545,2611.140277,0,
48061,"CAMERON, TX",45,240,Alzheimer,240,24,104,23.08,1724.195349,6818053.545,2611.140277,0,
22057,"LAFOURCHE, LA",19,280,Alzheimer,1125,5,30,16.67,1724.195349,6818053.545,2611.140277,0,
42041,"CUMBERLAND, PA",39,270,Alzheimer,1360,30,90,33.33,1724.195349,6818053.545,2611.140277,0,
22067,"MOREHOUSE, LA",19,330,Alzheimer,3770,7,14,50,1724.195349,6818053.545,2611.140277,0,
37107,"LENOIR, NC",34,530,Alzheimer,756.666667,9,29,31.03,1724.195349,6818053.545,2611.140277,0,
22073,"OUACHITA, LA",19,360,Alzheimer,790,27,70,38.57,1724.195349,6818053.545,2611.140277,0,
48367,"PARKER, TX",45,843,Alzheimer,380,10,30,33.33,1724.195349,6818053.545,2611.140277,0,
22079,"RAPIDES, LA",19,390,Alzheimer,2630,22,71,30.99,1724.195349,6818053.545,2611.140277,0,
42031,"CLARION, PA",39,220,Alzheimer,190,3,15,20,1724.195349,6818053.545,2611.140277,0,
1049,"DE KALB, AL",1,240,Alzheimer,420,10,44,22.73,1724.195349,6818053.545,2611.140277,0,
48375,"POTTER, TX",45,860,Alzheimer,1190,22,80,27.5,1724.195349,6818053.545,2611.140277,0,
5071,"JOHNSON, AR",4,350,Alzheimer,1150,4,18,22.22,1724.195349,6818053.545,2611.140277,0,
48039,"BRAZORIA, TX",45,180,Alzheimer,3720,15,72,20.83,1724.195349,6818053.545,2611.140277,0,
6097,"SONOMA, CA",5,590,Alzheimer,290,28,152,18.42,1724.195349,6818053.545,2611.140277,0,
54033,"HARRISON, WV",51,160,Alzheimer,540,4,40,10,1724.195349,6818053.545,2611.140277,0,
13121,"FULTON, GA",11,470,Alzheimer,1255,72,215,33.49,1724.195349,6818053.545,2611.140277,0,
48439,"TARRANT, TX",45,910,Alzheimer,1360,111,425,26.12,1724.195349,6818053.545,2611.140277,0,
22083,"RICHLAND, LA",19,410,Alzheimer,130,2,14,14.29,1724.195349,6818053.545,2611.140277,0,
55025,"DANE, WI",52,120,Alzheimer,1935,33,159,20.75,1724.195349,6818053.545,2611.140277,0,
22091,"ST. HELENA, LA",19,450,Alzheimer,1700,1,3,33.33,1724.195349,6818053.545,2611.140277,0,
42019,"BUTLER, PA",39,150,Alzheimer,580,13,70,18.57,1724.195349,6818053.545,2611.140277,0,
13133,"GREENE, GA",11,520,Alzheimer,1160,3,9,33.33,1724.195349,6818053.545,2611.140277,0,
48441,"TAYLOR, TX",45,911,Alzheimer,430,13,59,22.03,1724.195349,6818053.545,2611.140277,0,
22109,"TERREBONNE, LA",19,540,Alzheimer,1050,13,42,30.95,1724.195349,6818053.545,2611.140277,0,
41051,"MULTNOMAH, OR",38,250,Alzheimer,643.333333,49,255,19.22,1724.195349,6818053.545,2611.140277,0,
22113,"VERMILION, LA",19,560,Alzheimer,1170,10,26,38.46,1724.195349,6818053.545,2611.140277,0,
42131,"WYOMING, PA",39,790,Alzheimer,6360,2,19,10.53,1724.195349,6818053.545,2611.140277,2024.664374,high
22115,"VERNON, LA",19,570,Alzheimer,520,4,11,36.36,1724.195349,6818053.545,2611.140277,0,
36085,"RICHMOND, NY",33,610,Alzheimer,1010,30,146,20.55,1724.195349,6818053.545,2611.140277,0,
22117,"WASHINGTON, LA",19,580,Alzheimer,2090,3,11,27.27,1724.195349,6818053.545,2611.140277,0,
39079,"JACKSON, OH",36,410,Alzheimer,1370,2,18,11.11,1724.195349,6818053.545,2611.140277,0,
13135,"GWINNETT, GA",11,530,Alzheimer,1110,38,129,29.46,1724.195349,6818053.545,2611.140277,0,
47119,"MAURY, TN",44,590,Alzheimer,10838,12,54,22.22,1724.195349,6818053.545,2611.140277,6502.664374,high
22127,"WINN, LA",19,630,Alzheimer,1050,2,7,28.57,1724.195349,6818053.545,2611.140277,0,
48453,"TRAVIS, TX",45,940,Alzheimer,6559,52,184,28.26,1724.195349,6818053.545,2611.140277,2223.664374,high
23001,"ANDROSCOGGIN, ME",20,0,Alzheimer,0,9,49,18.37,1724.195349,6818053.545,2611.140277,0,
42017,"BUCKS, PA",39,140,Alzheimer,490,43,223,19.28,1724.195349,6818053.545,2611.140277,0,
23003,"AROOSTOOK, ME",20,10,Alzheimer,160,12,44,27.27,1724.195349,6818053.545,2611.140277,0,
54091,"TAYLOR, WV",51,450,Alzheimer,500,5,10,50,1724.195349,6818053.545,2611.140277,0,
23005,"CUMBERLAND, ME",20,20,Alzheimer,550,36,161,22.36,1724.195349,6818053.545,2611.140277,0,
42133,"YORK, PA",39,800,Alzheimer,1186.666667,32,138,23.19,1724.195349,6818053.545,2611.140277,0,
6099,"STANISLAUS, CA",5,600,Alzheimer,745,32,130,24.62,1724.195349,6818053.545,2611.140277,0,
39085,"LAKE, OH",36,440,Alzheimer,120,26,101,25.74,1724.195349,6818053.545,2611.140277,0,
13151,"HENRY, GA",11,591,Alzheimer,2180,8,36,22.22,1724.195349,6818053.545,2611.140277,0,
36087,"ROCKLAND, NY",33,620,Alzheimer,490,19,101,18.81,1724.195349,6818053.545,2611.140277,0,
23009,"HANCOCK, ME",20,40,Alzheimer,2750,5,31,16.13,1724.195349,6818053.545,2611.140277,0,
48479,"WEBB, TX",45,953,Alzheimer,6178,14,53,26.42,1724.195349,6818053.545,2611.140277,1842.664374,high
23011,"KENNEBEC, ME",20,50,Alzheimer,695,10,75,13.33,1724.195349,6818053.545,2611.140277,0,
37071,"GASTON, NC",34,350,Alzheimer,550,32,87,36.78,1724.195349,6818053.545,2611.140277,0,
13153,"HOUSTON, GA",11,600,Alzheimer,1840,10,39,25.64,1724.195349,6818053.545,2611.140277,0,
47017,"CARROLL, TN",44,80,Alzheimer,540,4,16,25,1724.195349,6818053.545,2611.140277,0,
23013,"KNOX, ME",20,60,Alzheimer,1380,7,32,21.88,1724.195349,6818053.545,2611.140277,0,
48497,"WISE, TX",45,973,Alzheimer,1040,5,13,38.46,1724.195349,6818053.545,2611.140277,0,
23023,"SAGADAHOC, ME",20,110,Alzheimer,20,4,23,17.39,1724.195349,6818053.545,2611.140277,0,
47001,"ANDERSON, TN",44,0,Alzheimer,2720,7,36,19.44,1724.195349,6818053.545,2611.140277,0,
6103,"TEHAMA, CA",5,620,Alzheimer,320,4,18,22.22,1724.195349,6818053.545,2611.140277,0,
54039,"KANAWHA, WV",51,190,Alzheimer,2190,19,118,16.1,1724.195349,6818053.545,2611.140277,0,
13159,"JASPER, GA",11,611,Alzheimer,10498,3,9,33.33,1724.195349,6818053.545,2611.140277,6162.664374,high
39095,"LUCAS, OH",36,490,Alzheimer,386.666667,44,144,30.56,1724.195349,6818053.545,2611.140277,0,
23027,"WALDO, ME",20,130,Alzheimer,50,4,20,20,1724.195349,6818053.545,2611.140277,0,
49049,"UTAH, UT",46,240,Alzheimer,510,23,118,19.49,1724.195349,6818053.545,2611.140277,0,
6107,"TULARE, CA",5,640,Alzheimer,560,26,115,22.61,1724.195349,6818053.545,2611.140277,0,
54043,"LINCOLN, WV",51,210,Alzheimer,1960,2,15,13.33,1724.195349,6818053.545,2611.140277,0,
13171,"LAMAR, GA",11,651,Alzheimer,280,6,15,40,1724.195349,6818053.545,2611.140277,0,
37113,"MACON, NC",34,560,Alzheimer,660,2,23,8.7,1724.195349,6818053.545,2611.140277,0,
24001,"ALLEGANY, MD",21,0,Alzheimer,390,10,44,22.73,1724.195349,6818053.545,2611.140277,0,
37119,"MECKLENBURG, NC",34,590,Alzheimer,3662.666667,53,220,24.09,1724.195349,6818053.545,2611.140277,0,
24003,"ANNE ARUNDEL, MD",21,10,Alzheimer,1230,52,190,27.37,1724.195349,6818053.545,2611.140277,0,
36103,"SUFFOLK, NY",33,700,Alzheimer,2078,115,508,22.64,1724.195349,6818053.545,2611.140277,0,
24005,"BALTIMORE, MD",21,20,Alzheimer,330,72,313,23,1724.195349,6818053.545,2611.140277,0,
44003,"KENT, RI",41,10,Alzheimer,50,14,98,14.29,1724.195349,6818053.545,2611.140277,0,
5085,"LONOKE, AR",4,420,Alzheimer,250,1,27,3.7,1724.195349,6818053.545,2611.140277,0,
40111,"OKMULGEE, OK",37,550,Alzheimer,1090,3,19,15.79,1724.195349,6818053.545,2611.140277,0,
5093,"MISSISSIPPI, AR",4,460,Alzheimer,1310,6,29,20.69,1724.195349,6818053.545,2611.140277,0,
35055,"TAOS, NM",32,270,Alzheimer,1550,2,17,11.76,1724.195349,6818053.545,2611.140277,0,
6109,"TUOLUMNE, CA",5,650,Alzheimer,1285,9,32,28.13,1724.195349,6818053.545,2611.140277,0,
46135,"YANKTON, SD",43,670,Alzheimer,1210,4,18,22.22,1724.195349,6818053.545,2611.140277,0,
6111,"VENTURA, CA",5,660,Alzheimer,1047.5,56,257,21.79,1724.195349,6818053.545,2611.140277,0,
49045,"TOOELE, UT",46,220,Alzheimer,1040,6,21,28.57,1724.195349,6818053.545,2611.140277,0,
24510,"BALTIMORE CITY, MD",21,30,Alzheimer,790,60,218,27.52,1724.195349,6818053.545,2611.140277,0,
