"id","cnty_name","state_cd","cnty_cd","chronic_disease","avg_cost","population","cnty_pop","percent_pop","us_avg","cost_variance","std_dev","dif_from_dev","cost_flag"
"1131","WILCOX, AL","01","650","Depression","(null)","4","5","80","1807.25","9038009.13","3006.33","0","(null)"
"1133","WINSTON, AL","01","660","Depression","(null)","4","21","19.05","1807.25","9038009.13","3006.33","0","(null)"
"2020","ANCHORAGE, AK","02","020","Depression","50","9","91","9.89","1807.25","9038009.13","3006.33","0","(null)"
"2070","DILLINGHAM, AK","02","070","Depression","(null)","1","2","50","1807.25","9038009.13","3006.33","0","(null)"
"2090","FAIRBANKS NORTH STAR, AK","02","090","Depression","(null)","2","16","12.5","1807.25","9038009.13","3006.33","0","(null)"
"2130","KETCHIKAN GATEWAY, AK","02","130","Depression","(null)","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"2170","MATANUSKA-SUSITNA, AK","02","170","Depression","(null)","4","27","14.81","1807.25","9038009.13","3006.33","0","(null)"
"2180","NOME, AK","02","180","Depression","(null)","2","3","66.67","1807.25","9038009.13","3006.33","0","(null)"
"2240","SOUTHEAST FAIRBANKS, AK","02","240","Depression","(null)","1","4","25","1807.25","9038009.13","3006.33","0","(null)"
"2270","WADE HAMPTON, AK","02","270","Depression","(null)","1","4","25","1807.25","9038009.13","3006.33","0","(null)"
"2290","YUKON-KOYUKUK, AK","02","290","Depression","1290","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"4001","APACHE, AZ","03","000","Depression","910","6","26","23.08","1807.25","9038009.13","3006.33","0","(null)"
"4003","COCHISE, AZ","03","010","Depression","340","9","59","15.25","1807.25","9038009.13","3006.33","0","(null)"
"4005","COCONINO, AZ","03","020","Depression","(null)","10","38","26.32","1807.25","9038009.13","3006.33","0","(null)"
"4007","GILA, AZ","03","030","Depression","(null)","5","35","14.29","1807.25","9038009.13","3006.33","0","(null)"
"4009","GRAHAM, AZ","03","040","Depression","(null)","1","12","8.33","1807.25","9038009.13","3006.33","0","(null)"
"4012","LAPAZ, AZ","03","055","Depression","(null)","3","16","18.75","1807.25","9038009.13","3006.33","0","(null)"
"4013","MARICOPA, AZ","03","060","Depression","1554.26","250","1222","20.46","1807.25","9038009.13","3006.33","0","(null)"
"4015","MOHAVE, AZ","03","070","Depression","3115","25","128","19.53","1807.25","9038009.13","3006.33","0","(null)"
"4017","NAVAJO, AZ","03","080","Depression","(null)","9","43","20.93","1807.25","9038009.13","3006.33","0","(null)"
"4019","PIMA, AZ","03","090","Depression","1455","73","396","18.43","1807.25","9038009.13","3006.33","0","(null)"
"4021","PINAL, AZ","03","100","Depression","1015","26","100","26","1807.25","9038009.13","3006.33","0","(null)"
"4023","SANTA CRUZ, AZ","03","110","Depression","(null)","3","13","23.08","1807.25","9038009.13","3006.33","0","(null)"
"4025","YAVAPAI, AZ","03","120","Depression","1455","24","132","18.18","1807.25","9038009.13","3006.33","0","(null)"
"4027","YUMA, AZ","03","130","Depression","1800","13","65","20","1807.25","9038009.13","3006.33","0","(null)"
"5001","ARKANSAS, AR","04","000","Depression","(null)","5","14","35.71","1807.25","9038009.13","3006.33","0","(null)"
"5003","ASHLEY, AR","04","010","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"5005","BAXTER, AR","04","020","Depression","470","9","43","20.93","1807.25","9038009.13","3006.33","0","(null)"
"5007","BENTON, AR","04","030","Depression","(null)","22","94","23.4","1807.25","9038009.13","3006.33","0","(null)"
"5009","BOONE, AR","04","040","Depression","220","4","35","11.43","1807.25","9038009.13","3006.33","0","(null)"
"5011","BRADLEY, AR","04","050","Depression","(null)","4","13","30.77","1807.25","9038009.13","3006.33","0","(null)"
"5015","CARROLL, AR","04","070","Depression","(null)","2","15","13.33","1807.25","9038009.13","3006.33","0","(null)"
"5017","CHICOT, AR","04","080","Depression","(null)","2","10","20","1807.25","9038009.13","3006.33","0","(null)"
"5021","CLAY, AR","04","100","Depression","(null)","3","12","25","1807.25","9038009.13","3006.33","0","(null)"
"5023","CLEBURNE, AR","04","110","Depression","(null)","3","23","13.04","1807.25","9038009.13","3006.33","0","(null)"
"5025","CLEVELAND, AR","04","120","Depression","(null)","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"5027","COLUMBIA, AR","04","130","Depression","(null)","5","21","23.81","1807.25","9038009.13","3006.33","0","(null)"
"5029","CONWAY, AR","04","140","Depression","(null)","6","16","37.5","1807.25","9038009.13","3006.33","0","(null)"
"5031","CRAIGHEAD, AR","04","150","Depression","775","9","48","18.75","1807.25","9038009.13","3006.33","0","(null)"
"5033","CRAWFORD, AR","04","160","Depression","1820","10","44","22.73","1807.25","9038009.13","3006.33","0","(null)"
"5035","CRITTENDEN, AR","04","170","Depression","5080","9","39","23.08","1807.25","9038009.13","3006.33","266.42","high"
"5037","CROSS, AR","04","180","Depression","100","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"5041","DESHA, AR","04","200","Depression","(null)","4","11","36.36","1807.25","9038009.13","3006.33","0","(null)"
"5043","DREW, AR","04","210","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"5045","FAULKNER, AR","04","220","Depression","14788","9","51","17.65","1807.25","9038009.13","3006.33","9974.42","high"
"5047","FRANKLIN, AR","04","230","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"5051","GARLAND, AR","04","250","Depression","130","20","106","18.87","1807.25","9038009.13","3006.33","0","(null)"
"5053","GRANT, AR","04","260","Depression","(null)","2","8","25","1807.25","9038009.13","3006.33","0","(null)"
"5055","GREENE, AR","04","270","Depression","(null)","4","23","17.39","1807.25","9038009.13","3006.33","0","(null)"
"5057","HEMPSTEAD, AR","04","280","Depression","(null)","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"5059","HOT SPRING, AR","04","290","Depression","(null)","4","27","14.81","1807.25","9038009.13","3006.33","0","(null)"
"5061","HOWARD, AR","04","300","Depression","(null)","3","10","30","1807.25","9038009.13","3006.33","0","(null)"
"5063","INDEPENDENCE, AR","04","310","Depression","795","11","29","37.93","1807.25","9038009.13","3006.33","0","(null)"
"5065","IZARD, AR","04","320","Depression","1255","4","12","33.33","1807.25","9038009.13","3006.33","0","(null)"
"5067","JACKSON, AR","04","330","Depression","(null)","5","22","22.73","1807.25","9038009.13","3006.33","0","(null)"
"5069","JEFFERSON, AR","04","340","Depression","(null)","11","59","18.64","1807.25","9038009.13","3006.33","0","(null)"
"5071","JOHNSON, AR","04","350","Depression","(null)","1","18","5.56","1807.25","9038009.13","3006.33","0","(null)"
"5075","LAWRENCE, AR","04","370","Depression","(null)","4","25","16","1807.25","9038009.13","3006.33","0","(null)"
"5077","LEE, AR","04","380","Depression","(null)","4","13","30.77","1807.25","9038009.13","3006.33","0","(null)"
"5079","LINCOLN, AR","04","390","Depression","1930","2","7","28.57","1807.25","9038009.13","3006.33","0","(null)"
"5081","LITTLE RIVER, AR","04","400","Depression","700","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"5083","LOGAN, AR","04","410","Depression","(null)","3","16","18.75","1807.25","9038009.13","3006.33","0","(null)"
"5085","LONOKE, AR","04","420","Depression","(null)","5","27","18.52","1807.25","9038009.13","3006.33","0","(null)"
"5087","MADISON, AR","04","430","Depression","(null)","3","13","23.08","1807.25","9038009.13","3006.33","0","(null)"
"5089","MARION, AR","04","440","Depression","(null)","1","14","7.14","1807.25","9038009.13","3006.33","0","(null)"
"5091","MILLER, AR","04","450","Depression","(null)","1","15","6.67","1807.25","9038009.13","3006.33","0","(null)"
"5093","MISSISSIPPI, AR","04","460","Depression","(null)","5","29","17.24","1807.25","9038009.13","3006.33","0","(null)"
"5095","MONROE, AR","04","470","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"5097","MONTGOMERY, AR","04","480","Depression","(null)","2","9","22.22","1807.25","9038009.13","3006.33","0","(null)"
"5099","NEVADA, AR","04","490","Depression","(null)","1","5","20","1807.25","9038009.13","3006.33","0","(null)"
"5103","OUACHITA, AR","04","510","Depression","920","6","25","24","1807.25","9038009.13","3006.33","0","(null)"
"5105","PERRY, AR","04","520","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"5107","PHILLIPS, AR","04","530","Depression","(null)","5","14","35.71","1807.25","9038009.13","3006.33","0","(null)"
"5111","POINSETT, AR","04","550","Depression","476.67","9","25","36","1807.25","9038009.13","3006.33","0","(null)"
"5113","POLK, AR","04","560","Depression","(null)","5","16","31.25","1807.25","9038009.13","3006.33","0","(null)"
"5115","POPE, AR","04","570","Depression","(null)","10","45","22.22","1807.25","9038009.13","3006.33","0","(null)"
"5117","PRAIRIE, AR","04","580","Depression","(null)","1","2","50","1807.25","9038009.13","3006.33","0","(null)"
"5119","PULASKI, AR","04","590","Depression","735","40","234","17.09","1807.25","9038009.13","3006.33","0","(null)"
"5123","ST. FRANCIS, AR","04","610","Depression","(null)","8","19","42.11","1807.25","9038009.13","3006.33","0","(null)"
"5125","SALINE, AR","04","620","Depression","(null)","7","41","17.07","1807.25","9038009.13","3006.33","0","(null)"
"5127","SCOTT, AR","04","630","Depression","(null)","1","13","7.69","1807.25","9038009.13","3006.33","0","(null)"
"5131","SEBASTIAN, AR","04","650","Depression","10","10","67","14.93","1807.25","9038009.13","3006.33","0","(null)"
"5133","SEVIER, AR","04","660","Depression","(null)","1","7","14.29","1807.25","9038009.13","3006.33","0","(null)"
"5135","SHARP, AR","04","670","Depression","500","4","24","16.67","1807.25","9038009.13","3006.33","0","(null)"
"5137","STONE, AR","04","680","Depression","(null)","1","7","14.29","1807.25","9038009.13","3006.33","0","(null)"
"5139","UNION, AR","04","690","Depression","(null)","4","34","11.76","1807.25","9038009.13","3006.33","0","(null)"
"5141","VAN BUREN, AR","04","700","Depression","70","5","15","33.33","1807.25","9038009.13","3006.33","0","(null)"
"5143","WASHINGTON, AR","04","710","Depression","1805","13","71","18.31","1807.25","9038009.13","3006.33","0","(null)"
"5145","WHITE, AR","04","720","Depression","1060","20","75","26.67","1807.25","9038009.13","3006.33","0","(null)"
"5147","WOODRUFF, AR","04","730","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"5149","YELL, AR","04","740","Depression","(null)","3","17","17.65","1807.25","9038009.13","3006.33","0","(null)"
"6001","ALAMEDA, CA","05","000","Depression","1054","99","389","25.45","1807.25","9038009.13","3006.33","0","(null)"
"6005","AMADOR, CA","05","020","Depression","695","9","26","34.62","1807.25","9038009.13","3006.33","0","(null)"
"6007","BUTTE, CA","05","030","Depression","(null)","21","92","22.83","1807.25","9038009.13","3006.33","0","(null)"
"6009","CALAVERAS, CA","05","040","Depression","(null)","4","22","18.18","1807.25","9038009.13","3006.33","0","(null)"
"6011","COLUSA, CA","05","050","Depression","(null)","2","4","50","1807.25","9038009.13","3006.33","0","(null)"
"6013","CONTRA COSTA, CA","05","060","Depression","2154.67","70","291","24.05","1807.25","9038009.13","3006.33","0","(null)"
"6015","DEL NORTE, CA","05","070","Depression","(null)","3","9","33.33","1807.25","9038009.13","3006.33","0","(null)"
"6017","EL DORADO, CA","05","080","Depression","11138","19","71","26.76","1807.25","9038009.13","3006.33","6324.42","high"
"6019","FRESNO, CA","05","090","Depression","2422.5","52","224","23.21","1807.25","9038009.13","3006.33","0","(null)"
"6021","GLENN, CA","05","100","Depression","(null)","3","10","30","1807.25","9038009.13","3006.33","0","(null)"
"6023","HUMBOLDT, CA","05","110","Depression","(null)","16","52","30.77","1807.25","9038009.13","3006.33","0","(null)"
"6025","IMPERIAL, CA","05","120","Depression","(null)","14","48","29.17","1807.25","9038009.13","3006.33","0","(null)"
"6029","KERN, CA","05","140","Depression","520","47","201","23.38","1807.25","9038009.13","3006.33","0","(null)"
"6031","KINGS, CA","05","150","Depression","(null)","6","24","25","1807.25","9038009.13","3006.33","0","(null)"
"6033","LAKE, CA","05","160","Depression","860","9","36","25","1807.25","9038009.13","3006.33","0","(null)"
"6035","LASSEN, CA","05","170","Depression","(null)","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"6037","LOS ANGELES, CA","05","200","Depression","1570.9","534","2346","22.76","1807.25","9038009.13","3006.33","0","(null)"
"6037","LOS ANGELES, CA","05","200","Depression","1570.9","534","2346","22.76","1807.25","9038009.13","3006.33","0","(null)"
"6037","LOS ANGELES, CA","05","210","Depression","2296","32","132","24.24","1807.25","9038009.13","3006.33","0","(null)"
"6037","LOS ANGELES, CA","05","210","Depression","2296","32","132","24.24","1807.25","9038009.13","3006.33","0","(null)"
"6039","MADERA, CA","05","300","Depression","2860","10","46","21.74","1807.25","9038009.13","3006.33","0","(null)"
"6041","MARIN, CA","05","310","Depression","1383.33","28","89","31.46","1807.25","9038009.13","3006.33","0","(null)"
"6043","MARIPOSA, CA","05","320","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"6045","MENDOCINO, CA","05","330","Depression","1950","10","36","27.78","1807.25","9038009.13","3006.33","0","(null)"
"6047","MERCED, CA","05","340","Depression","500","14","60","23.33","1807.25","9038009.13","3006.33","0","(null)"
"6053","MONTEREY, CA","05","370","Depression","(null)","25","101","24.75","1807.25","9038009.13","3006.33","0","(null)"
"6055","NAPA, CA","05","380","Depression","2720","11","57","19.3","1807.25","9038009.13","3006.33","0","(null)"
"6057","NEVADA, CA","05","390","Depression","(null)","12","44","27.27","1807.25","9038009.13","3006.33","0","(null)"
"6059","ORANGE, CA","05","400","Depression","1185.56","168","720","23.33","1807.25","9038009.13","3006.33","0","(null)"
"6061","PLACER, CA","05","410","Depression","1590","26","116","22.41","1807.25","9038009.13","3006.33","0","(null)"
"6063","PLUMAS, CA","05","420","Depression","(null)","3","7","42.86","1807.25","9038009.13","3006.33","0","(null)"
"6065","RIVERSIDE, CA","05","430","Depression","692.86","140","553","25.32","1807.25","9038009.13","3006.33","0","(null)"
"6067","SACRAMENTO, CA","05","440","Depression","566.67","90","396","22.73","1807.25","9038009.13","3006.33","0","(null)"
"6069","SAN BENITO, CA","05","450","Depression","(null)","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"6071","SAN BERNARDINO, CA","05","460","Depression","411.67","94","423","22.22","1807.25","9038009.13","3006.33","0","(null)"
"6073","SAN DIEGO, CA","05","470","Depression","1401.25","212","857","24.74","1807.25","9038009.13","3006.33","0","(null)"
"6075","SAN FRANCISCO, CA","05","480","Depression","1036.67","58","250","23.2","1807.25","9038009.13","3006.33","0","(null)"
"6077","SAN JOAQUIN, CA","05","490","Depression","1857.5","38","176","21.59","1807.25","9038009.13","3006.33","0","(null)"
"6079","SAN LUIS OBISPO, CA","05","500","Depression","4880","19","95","20","1807.25","9038009.13","3006.33","66.42","high"
"6081","SAN MATEO, CA","05","510","Depression","10093.5","44","213","20.66","1807.25","9038009.13","3006.33","5279.92","high"
"6083","SANTA BARBARA, CA","05","520","Depression","(null)","28","104","26.92","1807.25","9038009.13","3006.33","0","(null)"
"6085","SANTA CLARA, CA","05","530","Depression","2660.8","113","464","24.35","1807.25","9038009.13","3006.33","0","(null)"
"6087","SANTA CRUZ, CA","05","540","Depression","(null)","16","81","19.75","1807.25","9038009.13","3006.33","0","(null)"
"6089","SHASTA, CA","05","550","Depression","525","23","89","25.84","1807.25","9038009.13","3006.33","0","(null)"
"6093","SISKIYOU, CA","05","570","Depression","700","9","24","37.5","1807.25","9038009.13","3006.33","0","(null)"
"6095","SOLANO, CA","05","580","Depression","1530","28","95","29.47","1807.25","9038009.13","3006.33","0","(null)"
"6097","SONOMA, CA","05","590","Depression","2050","39","152","25.66","1807.25","9038009.13","3006.33","0","(null)"
"6099","STANISLAUS, CA","05","600","Depression","1150","29","130","22.31","1807.25","9038009.13","3006.33","0","(null)"
"6101","SUTTER, CA","05","610","Depression","(null)","5","23","21.74","1807.25","9038009.13","3006.33","0","(null)"
"6103","TEHAMA, CA","05","620","Depression","2100","4","18","22.22","1807.25","9038009.13","3006.33","0","(null)"
"6105","TRINITY, CA","05","630","Depression","(null)","5","12","41.67","1807.25","9038009.13","3006.33","0","(null)"
"6107","TULARE, CA","05","640","Depression","3500","26","115","22.61","1807.25","9038009.13","3006.33","0","(null)"
"6109","TUOLUMNE, CA","05","650","Depression","1470","9","32","28.13","1807.25","9038009.13","3006.33","0","(null)"
"6111","VENTURA, CA","05","660","Depression","35","50","257","19.46","1807.25","9038009.13","3006.33","0","(null)"
"6113","YOLO, CA","05","670","Depression","(null)","12","40","30","1807.25","9038009.13","3006.33","0","(null)"
"6115","YUBA, CA","05","680","Depression","(null)","7","16","43.75","1807.25","9038009.13","3006.33","0","(null)"
"8001","ADAMS, CO","06","000","Depression","3159.33","25","132","18.94","1807.25","9038009.13","3006.33","0","(null)"
"8003","ALAMOSA, CO","06","010","Depression","(null)","1","1","100","1807.25","9038009.13","3006.33","0","(null)"
"8005","ARAPAHOE, CO","06","020","Depression","390","30","210","14.29","1807.25","9038009.13","3006.33","0","(null)"
"8007","ARCHULETA, CO","06","030","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"8009","BACA, CO","06","040","Depression","(null)","1","4","25","1807.25","9038009.13","3006.33","0","(null)"
"8013","BOULDER, CO","06","060","Depression","2783.33","23","129","17.83","1807.25","9038009.13","3006.33","0","(null)"
"8015","CHAFFEE, CO","06","070","Depression","(null)","1","13","7.69","1807.25","9038009.13","3006.33","0","(null)"
"8017","CHEYENNE, CO","06","080","Depression","(null)","1","4","25","1807.25","9038009.13","3006.33","0","(null)"
"8019","CLEAR CREEK, CO","06","090","Depression","(null)","1","2","50","1807.25","9038009.13","3006.33","0","(null)"
"8029","DELTA, CO","06","140","Depression","(null)","6","21","28.57","1807.25","9038009.13","3006.33","0","(null)"
"8031","DENVER, CO","06","150","Depression","1156.67","40","224","17.86","1807.25","9038009.13","3006.33","0","(null)"
"8033","DOLORES, CO","06","160","Depression","(null)","1","3","33.33","1807.25","9038009.13","3006.33","0","(null)"
"8035","DOUGLAS, CO","06","170","Depression","(null)","8","30","26.67","1807.25","9038009.13","3006.33","0","(null)"
"8037","EAGLE, CO","06","180","Depression","(null)","2","8","25","1807.25","9038009.13","3006.33","0","(null)"
"8039","ELBERT, CO","06","190","Depression","(null)","1","13","7.69","1807.25","9038009.13","3006.33","0","(null)"
"8041","EL PASO, CO","06","200","Depression","1170","36","231","15.58","1807.25","9038009.13","3006.33","0","(null)"
"8043","FREMONT, CO","06","210","Depression","(null)","3","26","11.54","1807.25","9038009.13","3006.33","0","(null)"
"8045","GARFIELD, CO","06","220","Depression","(null)","5","22","22.73","1807.25","9038009.13","3006.33","0","(null)"
"8047","GILPIN, CO","06","230","Depression","(null)","1","1","100","1807.25","9038009.13","3006.33","0","(null)"
"8049","GRAND, CO","06","240","Depression","(null)","1","9","11.11","1807.25","9038009.13","3006.33","0","(null)"
"8059","JEFFERSON, CO","06","290","Depression","416.67","30","236","12.71","1807.25","9038009.13","3006.33","0","(null)"
"8063","KIT CARSON, CO","06","310","Depression","(null)","2","8","25","1807.25","9038009.13","3006.33","0","(null)"
"8067","LA PLATA, CO","06","330","Depression","110","5","17","29.41","1807.25","9038009.13","3006.33","0","(null)"
"8069","LARIMER, CO","06","340","Depression","578","21","133","15.79","1807.25","9038009.13","3006.33","0","(null)"
"8073","LINCOLN, CO","06","360","Depression","(null)","2","3","66.67","1807.25","9038009.13","3006.33","0","(null)"
"8075","LOGAN, CO","06","370","Depression","(null)","2","11","18.18","1807.25","9038009.13","3006.33","0","(null)"
"8077","MESA, CO","06","380","Depression","820","15","81","18.52","1807.25","9038009.13","3006.33","0","(null)"
"8083","MONTEZUMA, CO","06","410","Depression","(null)","2","14","14.29","1807.25","9038009.13","3006.33","0","(null)"
"8085","MONTROSE, CO","06","420","Depression","(null)","7","31","22.58","1807.25","9038009.13","3006.33","0","(null)"
"8087","MORGAN, CO","06","430","Depression","(null)","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"8089","OTERO, CO","06","440","Depression","4270","4","14","28.57","1807.25","9038009.13","3006.33","0","(null)"
"8091","OURAY, CO","06","450","Depression","(null)","1","6","16.67","1807.25","9038009.13","3006.33","0","(null)"
"8093","PARK, CO","06","460","Depression","(null)","2","4","50","1807.25","9038009.13","3006.33","0","(null)"
"8099","PROWERS, CO","06","490","Depression","1840","1","8","12.5","1807.25","9038009.13","3006.33","0","(null)"
"8101","PUEBLO, CO","06","500","Depression","(null)","17","100","17","1807.25","9038009.13","3006.33","0","(null)"
