"id","cnty_name","state_cd","cnty_cd","chronic_disease","avg_cost","cty_var","high_cost","low_cost","population","cnty_pop","percent_pop","us_avg","cost_variance","std_dev","dif_from_dev","under_dev"
"1113","RUSSELL, AL","01","560","Osteoporosis","0","0","0","0","8","28","28.57","1924.97","9486870.49","3080.08","0","0"
"1115","ST. CLAIR, AL","01","570","Osteoporosis","0","0","0","0","5","31","16.13","1924.97","9486870.49","3080.08","0","0"
"1117","SHELBY, AL","01","580","Osteoporosis","0","0","0","0","7","55","12.73","1924.97","9486870.49","3080.08","0","0"
"1119","SUMTER, AL","01","590","Osteoporosis","0","0","0","0","1","7","14.29","1924.97","9486870.49","3080.08","0","0"
"1121","TALLADEGA, AL","01","600","Osteoporosis","0","0","0","0","9","52","17.31","1924.97","9486870.49","3080.08","0","0"
"1123","TALLAPOOSA, AL","01","610","Osteoporosis","0","0","0","0","4","22","18.18","1924.97","9486870.49","3080.08","0","0"
"1125","TUSCALOOSA, AL","01","620","Osteoporosis","0","0","0","0","16","71","22.54","1924.97","9486870.49","3080.08","0","0"
"1127","WALKER, AL","01","630","Osteoporosis","0","0","0","0","9","51","17.65","1924.97","9486870.49","3080.08","0","0"
"1129","WASHINGTON, AL","01","640","Osteoporosis","0","0","0","0","1","12","8.33","1924.97","9486870.49","3080.08","0","0"
"1131","WILCOX, AL","01","650","Osteoporosis","0","0","0","0","1","5","20","1924.97","9486870.49","3080.08","0","0"
"1133","WINSTON, AL","01","660","Osteoporosis","0","0","0","0","2","21","9.52","1924.97","9486870.49","3080.08","0","0"
"1990","STATEWIDE, AL","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2013","ALEUTIANS EAST, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2016","ALEUTIANS WEST, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2020","ANCHORAGE, AK","02","020","Osteoporosis","0","0","0","0","8","91","8.79","1924.97","9486870.49","3080.08","0","0"
"2050","BETHEL, AK","02","050","Osteoporosis","0","0","0","0","1","2","50","1924.97","9486870.49","3080.08","0","0"
"2060","BRISTOL BAY BOROUGH, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2068","DENALI, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2070","DILLINGHAM, AK","(null)","(null)","(null)","0","0","0","0","0","2","0","(null)","(null)","(null)","0","0"
"2090","FAIRBANKS NORTH STAR, AK","02","090","Osteoporosis","0","0","0","0","1","16","6.25","1924.97","9486870.49","3080.08","0","0"
"2100","HAINES, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2105","HOONAH-ANGOON CENSUS AREA, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2110","JUNEAU, AK","02","110","Osteoporosis","0","0","0","0","3","10","30","1924.97","9486870.49","3080.08","0","0"
"2122","KENAI PENINSULA, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2130","KETCHIKAN GATEWAY, AK","02","130","Osteoporosis","2060","0","2060","2060","2","8","25","1924.97","9486870.49","3080.08","0","0"
"2150","KODIAK ISLAND BOROUGH, AK","(null)","(null)","(null)","0","0","0","0","0","3","0","(null)","(null)","(null)","0","0"
"2164","LAKE AND PENINSULA, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2170","MATANUSKA-SUSITNA, AK","02","170","Osteoporosis","0","0","0","0","3","27","11.11","1924.97","9486870.49","3080.08","0","0"
"2180","NOME, AK","02","180","Osteoporosis","0","0","0","0","1","3","33.33","1924.97","9486870.49","3080.08","0","0"
"2185","NORTH SLOPE BOROUH, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2188","NORTHWEST ARTIC BOROUGH, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2195","PETERSBURG CENSUS AREA, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2198","PR.OF WALES-HYDER CNS AREA, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2220","SITKA BOROUGH, AK","(null)","(null)","(null)","0","0","0","0","0","3","0","(null)","(null)","(null)","0","0"
"2230","SKAGWAY-YAKUTAT, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2240","SOUTHEAST FAIRBANKS, AK","02","240","Osteoporosis","0","0","0","0","1","4","25","1924.97","9486870.49","3080.08","0","0"
"2261","VALDEZ-CORDOVA, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2270","WADE HAMPTON, AK","02","270","Osteoporosis","0","0","0","0","2","4","50","1924.97","9486870.49","3080.08","0","0"
"2275","WRANGELL CITY AND BOROUGH, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2282","YAKUTAT BOROUGH, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"2290","YUKON-KOYUKUK, AK","(null)","(null)","(null)","0","0","0","0","0","3","0","(null)","(null)","(null)","0","0"
"2990","STATEWIDE, AK","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"4001","APACHE, AZ","03","000","Osteoporosis","0","0","0","0","4","26","15.38","1924.97","9486870.49","3080.08","0","0"
"4003","COCHISE, AZ","03","010","Osteoporosis","0","0","0","0","3","59","5.08","1924.97","9486870.49","3080.08","0","0"
"4005","COCONINO, AZ","03","020","Osteoporosis","0","0","0","0","6","38","15.79","1924.97","9486870.49","3080.08","0","0"
"4007","GILA, AZ","03","030","Osteoporosis","0","0","0","0","4","35","11.43","1924.97","9486870.49","3080.08","0","0"
"4009","GRAHAM, AZ","03","040","Osteoporosis","0","0","0","0","2","12","16.67","1924.97","9486870.49","3080.08","0","0"
"4011","GREENLEE, AZ","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"4012","LAPAZ, AZ","03","055","Osteoporosis","0","0","0","0","3","16","18.75","1924.97","9486870.49","3080.08","0","0"
"4013","MARICOPA, AZ","03","060","Osteoporosis","4886","66529825.14","24888","40","209","1222","17.1","1924.97","9486870.49","3080.08","0","0"
"4015","MOHAVE, AZ","03","070","Osteoporosis","990","0","990","990","24","128","18.75","1924.97","9486870.49","3080.08","0","0"
"4017","NAVAJO, AZ","03","080","Osteoporosis","390","0","390","390","6","43","13.95","1924.97","9486870.49","3080.08","0","0"
"4019","PIMA, AZ","03","090","Osteoporosis","1440","326666.67","2220","880","73","396","18.43","1924.97","9486870.49","3080.08","0","0"
"4021","PINAL, AZ","03","100","Osteoporosis","0","0","0","0","15","100","15","1924.97","9486870.49","3080.08","0","0"
"4023","SANTA CRUZ, AZ","03","110","Osteoporosis","0","0","0","0","3","13","23.08","1924.97","9486870.49","3080.08","0","0"
"4025","YAVAPAI, AZ","03","120","Osteoporosis","155","50","160","150","17","132","12.88","1924.97","9486870.49","3080.08","0","0"
"4027","YUMA, AZ","03","130","Osteoporosis","0","0","0","0","12","65","18.46","1924.97","9486870.49","3080.08","0","0"
"4990","STATEWIDE, AZ","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"5001","ARKANSAS, AR","04","000","Osteoporosis","0","0","0","0","1","14","7.14","1924.97","9486870.49","3080.08","0","0"
"5003","ASHLEY, AR","04","010","Osteoporosis","0","0","0","0","1","9","11.11","1924.97","9486870.49","3080.08","0","0"
"5005","BAXTER, AR","04","020","Osteoporosis","0","0","0","0","8","43","18.6","1924.97","9486870.49","3080.08","0","0"
"5007","BENTON, AR","04","030","Osteoporosis","4000","0","4000","4000","12","94","12.77","1924.97","9486870.49","3080.08","0","0"
"5009","BOONE, AR","04","040","Osteoporosis","0","0","0","0","3","35","8.57","1924.97","9486870.49","3080.08","0","0"
"5011","BRADLEY, AR","04","050","Osteoporosis","1260","0","1260","1260","6","13","46.15","1924.97","9486870.49","3080.08","0","0"
"5013","CALHOUN, AR","04","060","Osteoporosis","0","0","0","0","2","4","50","1924.97","9486870.49","3080.08","0","0"
"5015","CARROLL, AR","04","070","Osteoporosis","0","0","0","0","2","15","13.33","1924.97","9486870.49","3080.08","0","0"
"5017","CHICOT, AR","04","080","Osteoporosis","0","0","0","0","1","10","10","1924.97","9486870.49","3080.08","0","0"
"5019","CLARK, AR","04","090","Osteoporosis","0","0","0","0","2","12","16.67","1924.97","9486870.49","3080.08","0","0"
"5021","CLAY, AR","04","100","Osteoporosis","0","0","0","0","1","12","8.33","1924.97","9486870.49","3080.08","0","0"
"5023","CLEBURNE, AR","04","110","Osteoporosis","0","0","0","0","2","23","8.7","1924.97","9486870.49","3080.08","0","0"
"5025","CLEVELAND, AR","04","120","Osteoporosis","5348","0","5348","5348","1","8","12.5","1924.97","9486870.49","3080.08","342.95","0"
"5027","COLUMBIA, AR","04","130","Osteoporosis","0","0","0","0","6","21","28.57","1924.97","9486870.49","3080.08","0","0"
"5029","CONWAY, AR","04","140","Osteoporosis","0","0","0","0","4","16","25","1924.97","9486870.49","3080.08","0","0"
"5031","CRAIGHEAD, AR","04","150","Osteoporosis","0","0","0","0","7","48","14.58","1924.97","9486870.49","3080.08","0","0"
"5033","CRAWFORD, AR","04","160","Osteoporosis","0","0","0","0","7","44","15.91","1924.97","9486870.49","3080.08","0","0"
"5035","CRITTENDEN, AR","04","170","Osteoporosis","1110","0","1110","1110","5","39","12.82","1924.97","9486870.49","3080.08","0","0"
"5037","CROSS, AR","(null)","(null)","(null)","0","0","0","0","0","11","0","(null)","(null)","(null)","0","0"
"5039","DALLAS, AR","(null)","(null)","(null)","0","0","0","0","0","5","0","(null)","(null)","(null)","0","0"
"5041","DESHA, AR","(null)","(null)","(null)","0","0","0","0","0","11","0","(null)","(null)","(null)","0","0"
"5043","DREW, AR","04","210","Osteoporosis","0","0","0","0","1","9","11.11","1924.97","9486870.49","3080.08","0","0"
"5045","FAULKNER, AR","04","220","Osteoporosis","0","0","0","0","5","51","9.8","1924.97","9486870.49","3080.08","0","0"
"5047","FRANKLIN, AR","04","230","Osteoporosis","0","0","0","0","1","9","11.11","1924.97","9486870.49","3080.08","0","0"
"5049","FULTON, AR","04","240","Osteoporosis","90","0","90","90","2","9","22.22","1924.97","9486870.49","3080.08","0","0"
"5051","GARLAND, AR","04","250","Osteoporosis","0","0","0","0","16","106","15.09","1924.97","9486870.49","3080.08","0","0"
"5053","GRANT, AR","04","260","Osteoporosis","1390","0","1390","1390","3","8","37.5","1924.97","9486870.49","3080.08","0","0"
"5055","GREENE, AR","04","270","Osteoporosis","530","0","530","530","5","23","21.74","1924.97","9486870.49","3080.08","0","0"
"5057","HEMPSTEAD, AR","(null)","(null)","(null)","0","0","0","0","0","8","0","(null)","(null)","(null)","0","0"
"5059","HOT SPRING, AR","04","290","Osteoporosis","0","0","0","0","8","27","29.63","1924.97","9486870.49","3080.08","0","0"
"5061","HOWARD, AR","04","300","Osteoporosis","0","0","0","0","1","10","10","1924.97","9486870.49","3080.08","0","0"
"5063","INDEPENDENCE, AR","04","310","Osteoporosis","0","0","0","0","5","29","17.24","1924.97","9486870.49","3080.08","0","0"
"5065","IZARD, AR","04","320","Osteoporosis","0","0","0","0","2","12","16.67","1924.97","9486870.49","3080.08","0","0"
"5067","JACKSON, AR","04","330","Osteoporosis","0","0","0","0","3","22","13.64","1924.97","9486870.49","3080.08","0","0"
"5069","JEFFERSON, AR","04","340","Osteoporosis","2660","0","2660","2660","10","59","16.95","1924.97","9486870.49","3080.08","0","0"
"5071","JOHNSON, AR","04","350","Osteoporosis","0","0","0","0","2","18","11.11","1924.97","9486870.49","3080.08","0","0"
"5073","LAFAYETTE, AR","(null)","(null)","(null)","0","0","0","0","0","7","0","(null)","(null)","(null)","0","0"
"5075","LAWRENCE, AR","04","370","Osteoporosis","0","0","0","0","3","25","12","1924.97","9486870.49","3080.08","0","0"
"5077","LEE, AR","04","380","Osteoporosis","0","0","0","0","3","13","23.08","1924.97","9486870.49","3080.08","0","0"
"5079","LINCOLN, AR","04","390","Osteoporosis","0","0","0","0","1","7","14.29","1924.97","9486870.49","3080.08","0","0"
"5081","LITTLE RIVER, AR","04","400","Osteoporosis","0","0","0","0","1","11","9.09","1924.97","9486870.49","3080.08","0","0"
"5083","LOGAN, AR","04","410","Osteoporosis","440","0","440","440","3","16","18.75","1924.97","9486870.49","3080.08","0","0"
"5085","LONOKE, AR","04","420","Osteoporosis","0","0","0","0","3","27","11.11","1924.97","9486870.49","3080.08","0","0"
"5087","MADISON, AR","04","430","Osteoporosis","0","0","0","0","1","13","7.69","1924.97","9486870.49","3080.08","0","0"
"5089","MARION, AR","04","440","Osteoporosis","0","0","0","0","2","14","14.29","1924.97","9486870.49","3080.08","0","0"
"5091","MILLER, AR","04","450","Osteoporosis","0","0","0","0","1","15","6.67","1924.97","9486870.49","3080.08","0","0"
"5093","MISSISSIPPI, AR","04","460","Osteoporosis","0","0","0","0","2","29","6.9","1924.97","9486870.49","3080.08","0","0"
"5095","MONROE, AR","04","470","Osteoporosis","0","0","0","0","1","9","11.11","1924.97","9486870.49","3080.08","0","0"
"5097","MONTGOMERY, AR","04","480","Osteoporosis","0","0","0","0","2","9","22.22","1924.97","9486870.49","3080.08","0","0"
"5099","NEVADA, AR","04","490","Osteoporosis","0","0","0","0","1","5","20","1924.97","9486870.49","3080.08","0","0"
"5101","NEWTON, AR","04","500","Osteoporosis","0","0","0","0","1","1","100","1924.97","9486870.49","3080.08","0","0"
"5103","OUACHITA, AR","04","510","Osteoporosis","0","0","0","0","4","25","16","1924.97","9486870.49","3080.08","0","0"
"5105","PERRY, AR","04","520","Osteoporosis","0","0","0","0","1","6","16.67","1924.97","9486870.49","3080.08","0","0"
"5107","PHILLIPS, AR","04","530","Osteoporosis","0","0","0","0","3","14","21.43","1924.97","9486870.49","3080.08","0","0"
"5109","PIKE, AR","(null)","(null)","(null)","0","0","0","0","0","6","0","(null)","(null)","(null)","0","0"
"5111","POINSETT, AR","04","550","Osteoporosis","4230","0","4230","4230","5","25","20","1924.97","9486870.49","3080.08","0","0"
"5113","POLK, AR","04","560","Osteoporosis","0","0","0","0","4","16","25","1924.97","9486870.49","3080.08","0","0"
"5115","POPE, AR","04","570","Osteoporosis","0","0","0","0","10","45","22.22","1924.97","9486870.49","3080.08","0","0"
"5117","PRAIRIE, AR","(null)","(null)","(null)","0","0","0","0","0","2","0","(null)","(null)","(null)","0","0"
"5119","PULASKI, AR","04","590","Osteoporosis","5020","0","5020","5020","37","234","15.81","1924.97","9486870.49","3080.08","14.95","0"
"5121","RANDOLPH, AR","04","600","Osteoporosis","0","0","0","0","3","11","27.27","1924.97","9486870.49","3080.08","0","0"
"5123","ST. FRANCIS, AR","04","610","Osteoporosis","0","0","0","0","3","19","15.79","1924.97","9486870.49","3080.08","0","0"
"5125","SALINE, AR","04","620","Osteoporosis","0","0","0","0","9","41","21.95","1924.97","9486870.49","3080.08","0","0"
"5127","SCOTT, AR","04","630","Osteoporosis","0","0","0","0","2","13","15.38","1924.97","9486870.49","3080.08","0","0"
"5129","SEARCY, AR","(null)","(null)","(null)","0","0","0","0","0","5","0","(null)","(null)","(null)","0","0"
"5131","SEBASTIAN, AR","04","650","Osteoporosis","365","238050","710","20","10","67","14.93","1924.97","9486870.49","3080.08","0","0"
"5133","SEVIER, AR","04","660","Osteoporosis","0","0","0","0","1","7","14.29","1924.97","9486870.49","3080.08","0","0"
"5135","SHARP, AR","04","670","Osteoporosis","0","0","0","0","2","24","8.33","1924.97","9486870.49","3080.08","0","0"
"5137","STONE, AR","04","680","Osteoporosis","0","0","0","0","1","7","14.29","1924.97","9486870.49","3080.08","0","0"
"5139","UNION, AR","04","690","Osteoporosis","0","0","0","0","4","34","11.76","1924.97","9486870.49","3080.08","0","0"
"5141","VAN BUREN, AR","04","700","Osteoporosis","0","0","0","0","3","15","20","1924.97","9486870.49","3080.08","0","0"
"5143","WASHINGTON, AR","04","710","Osteoporosis","5878","0","5878","5878","11","71","15.49","1924.97","9486870.49","3080.08","872.95","0"
"5145","WHITE, AR","04","720","Osteoporosis","0","0","0","0","9","75","12","1924.97","9486870.49","3080.08","0","0"
"5147","WOODRUFF, AR","04","730","Osteoporosis","0","0","0","0","1","3","33.33","1924.97","9486870.49","3080.08","0","0"
"5149","YELL, AR","04","740","Osteoporosis","0","0","0","0","1","17","5.88","1924.97","9486870.49","3080.08","0","0"
"5990","STATEWIDE, AR","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"6001","ALAMEDA, CA","05","000","Osteoporosis","822","607470","1710","10","71","389","18.25","1924.97","9486870.49","3080.08","0","0"
"6003","ALPINE, CA","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"6005","AMADOR, CA","05","020","Osteoporosis","0","0","0","0","3","26","11.54","1924.97","9486870.49","3080.08","0","0"
"6007","BUTTE, CA","05","030","Osteoporosis","0","0","0","0","13","92","14.13","1924.97","9486870.49","3080.08","0","0"
"6009","CALAVERAS, CA","05","040","Osteoporosis","0","0","0","0","4","22","18.18","1924.97","9486870.49","3080.08","0","0"
"6011","COLUSA, CA","05","050","Osteoporosis","0","0","0","0","2","4","50","1924.97","9486870.49","3080.08","0","0"
"6013","CONTRA COSTA, CA","05","060","Osteoporosis","882","244670","1390","110","61","291","20.96","1924.97","9486870.49","3080.08","0","0"
"6015","DEL NORTE, CA","05","070","Osteoporosis","0","0","0","0","3","9","33.33","1924.97","9486870.49","3080.08","0","0"
"6017","EL DORADO, CA","05","080","Osteoporosis","0","0","0","0","8","71","11.27","1924.97","9486870.49","3080.08","0","0"
"6019","FRESNO, CA","05","090","Osteoporosis","40","0","40","40","44","224","19.64","1924.97","9486870.49","3080.08","0","0"
"6021","GLENN, CA","05","100","Osteoporosis","490","0","490","490","3","10","30","1924.97","9486870.49","3080.08","0","0"
"6023","HUMBOLDT, CA","05","110","Osteoporosis","0","0","0","0","12","52","23.08","1924.97","9486870.49","3080.08","0","0"
"6025","IMPERIAL, CA","05","120","Osteoporosis","0","0","0","0","13","48","27.08","1924.97","9486870.49","3080.08","0","0"
"6027","INYO, CA","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"6029","KERN, CA","05","140","Osteoporosis","610","565300","1450","0","37","201","18.41","1924.97","9486870.49","3080.08","0","0"
"6031","KINGS, CA","05","150","Osteoporosis","0","0","0","0","5","24","20.83","1924.97","9486870.49","3080.08","0","0"
"6033","LAKE, CA","05","160","Osteoporosis","0","0","0","0","3","36","8.33","1924.97","9486870.49","3080.08","0","0"
"6035","LASSEN, CA","(null)","(null)","(null)","0","0","0","0","0","11","0","(null)","(null)","(null)","0","0"
"6037","LOS ANGELES, CA","05","210","Osteoporosis","5850","423200","6310","5390","28","132","21.21","1924.97","9486870.49","3080.08","844.95","0"
"6037","LOS ANGELES, CA","05","200","Osteoporosis","1817.38","3991433.15","9678","40","452","132","19.27","1924.97","9486870.49","3080.08","0","0"
"6037","LOS ANGELES, CA","05","210","Osteoporosis","5850","423200","6310","5390","28","2346","21.21","1924.97","9486870.49","3080.08","844.95","0"
"6037","LOS ANGELES, CA","05","200","Osteoporosis","1817.38","3991433.15","9678","40","452","2346","19.27","1924.97","9486870.49","3080.08","0","0"
"6039","MADERA, CA","05","300","Osteoporosis","0","0","0","0","6","46","13.04","1924.97","9486870.49","3080.08","0","0"
"6041","MARIN, CA","05","310","Osteoporosis","0","0","0","0","15","89","16.85","1924.97","9486870.49","3080.08","0","0"
"6043","MARIPOSA, CA","(null)","(null)","(null)","0","0","0","0","0","6","0","(null)","(null)","(null)","0","0"
"6045","MENDOCINO, CA","05","330","Osteoporosis","0","0","0","0","5","36","13.89","1924.97","9486870.49","3080.08","0","0"
"6047","MERCED, CA","05","340","Osteoporosis","0","0","0","0","8","60","13.33","1924.97","9486870.49","3080.08","0","0"
"6049","MODOC, CA","(null)","(null)","(null)","0","0","0","0","0","3","0","(null)","(null)","(null)","0","0"
"6051","MONO, CA","(null)","(null)","(null)","0","0","0","0","0","0","-1","(null)","(null)","(null)","0","0"
"6053","MONTEREY, CA","05","370","Osteoporosis","580","231200","920","240","20","101","19.8","1924.97","9486870.49","3080.08","0","0"
