"fips_cnty_cd","cnty_name","state_cd","cnty_cd","chronic_disease","avg_cost","population","cnty_pop","percent_pop","us_avg","cost_variance","std_dev","dif_from_dev","cost_flag"
"20173","SEDGWICK, KS","17","860","RA/OA","1450","32","180","17.78","2939.36","14412297.73","3796.35","0","(null)"
"20201","WASHINGTON, KS","17","982","RA/OA","2370","1","3","33.33","2939.36","14412297.73","3796.35","0","(null)"
"21005","ANDERSON, KY","18","020","RA/OA","4850","2","6","33.33","2939.36","14412297.73","3796.35","0","(null)"
"21031","BUTLER, KY","18","150","RA/OA","1300","2","4","50","2939.36","14412297.73","3796.35","0","(null)"
"21057","CUMBERLAND, KY","18","271","RA/OA","630","3","9","33.33","2939.36","14412297.73","3796.35","0","(null)"
"21065","ESTILL, KY","18","320","RA/OA","1890","3","5","60","2939.36","14412297.73","3796.35","0","(null)"
"21067","FAYETTE, KY","18","330","RA/OA","8330","10","76","13.16","2939.36","14412297.73","3796.35","1594.29","high"
"21081","GRANT, KY","18","400","RA/OA","5080","1","7","14.29","2939.36","14412297.73","3796.35","0","(null)"
"21111","JEFFERSON, KY","18","550","RA/OA","1130","67","314","21.34","2939.36","14412297.73","3796.35","0","(null)"
"21125","LAUREL, KY","18","620","RA/OA","2595","7","22","31.82","2939.36","14412297.73","3796.35","0","(null)"
"21135","LEWIS, KY","18","670","RA/OA","1380","1","3","33.33","2939.36","14412297.73","3796.35","0","(null)"
"21147","MC CREARY, KY","18","730","RA/OA","460","1","6","16.67","2939.36","14412297.73","3796.35","0","(null)"
"21151","MADISON, KY","18","750","RA/OA","2790","6","25","24","2939.36","14412297.73","3796.35","0","(null)"
"21205","ROWAN, KY","18","975","RA/OA","2140","1","14","7.14","2939.36","14412297.73","3796.35","0","(null)"
"21227","WARREN, KY","18","986","RA/OA","14548","8","38","21.05","2939.36","14412297.73","3796.35","7812.29","high"
"22001","ACADIA, LA","19","000","RA/OA","4090","2","18","11.11","2939.36","14412297.73","3796.35","0","(null)"
"22003","ALLEN, LA","19","010","RA/OA","1480","5","12","41.67","2939.36","14412297.73","3796.35","0","(null)"
"22019","CALCASIEU, LA","19","090","RA/OA","14878","15","75","20","2939.36","14412297.73","3796.35","8142.29","high"
"22033","E. BATON ROUGE, LA","19","160","RA/OA","1720","26","147","17.69","2939.36","14412297.73","3796.35","0","(null)"
"22063","LIVINGSTON, LA","19","310","RA/OA","3490","4","31","12.9","2939.36","14412297.73","3796.35","0","(null)"
"22069","NATCHITOCHES, LA","19","340","RA/OA","2280","6","19","31.58","2939.36","14412297.73","3796.35","0","(null)"
"22071","ORLEANS, LA","19","350","RA/OA","595","26","105","24.76","2939.36","14412297.73","3796.35","0","(null)"
"22083","RICHLAND, LA","19","410","RA/OA","2450","2","14","14.29","2939.36","14412297.73","3796.35","0","(null)"
"22105","TANGIPAHOA, LA","19","520","RA/OA","2870","7","35","20","2939.36","14412297.73","3796.35","0","(null)"
"22113","VERMILION, LA","19","560","RA/OA","3000","7","26","26.92","2939.36","14412297.73","3796.35","0","(null)"
"23003","AROOSTOOK, ME","20","010","RA/OA","610","13","44","29.55","2939.36","14412297.73","3796.35","0","(null)"
"23005","CUMBERLAND, ME","20","020","RA/OA","1060","31","161","19.25","2939.36","14412297.73","3796.35","0","(null)"
"23019","PENOBSCOT, ME","20","090","RA/OA","940","16","74","21.62","2939.36","14412297.73","3796.35","0","(null)"
"23031","YORK, ME","20","150","RA/OA","2105","21","95","22.11","2939.36","14412297.73","3796.35","0","(null)"
"24001","ALLEGANY, MD","21","000","RA/OA","690","10","44","22.73","2939.36","14412297.73","3796.35","0","(null)"
"24005","BALTIMORE, MD","21","020","RA/OA","1070","49","313","15.65","2939.36","14412297.73","3796.35","0","(null)"
"24510","BALTIMORE CITY, MD","21","030","RA/OA","2135","42","218","19.27","2939.36","14412297.73","3796.35","0","(null)"
"24019","DORCHESTER, MD","21","090","RA/OA","1040","4","14","28.57","2939.36","14412297.73","3796.35","0","(null)"
"24025","HARFORD, MD","21","120","RA/OA","3350","17","82","20.73","2939.36","14412297.73","3796.35","0","(null)"
"24027","HOWARD, MD","21","130","RA/OA","220","10","57","17.54","2939.36","14412297.73","3796.35","0","(null)"
"24033","PRINCE GEORGES, MD","21","160","RA/OA","1260","53","228","23.25","2939.36","14412297.73","3796.35","0","(null)"
"24041","TALBOT, MD","21","200","RA/OA","1950","4","32","12.5","2939.36","14412297.73","3796.35","0","(null)"
"25003","BERKSHIRE, MA","22","010","RA/OA","13468","18","84","21.43","2939.36","14412297.73","3796.35","6732.29","high"
"25005","BRISTOL, MA","22","020","RA/OA","570","40","241","16.6","2939.36","14412297.73","3796.35","0","(null)"
"25009","ESSEX, MA","22","040","RA/OA","540","38","296","12.84","2939.36","14412297.73","3796.35","0","(null)"
"25013","HAMPDEN, MA","22","070","RA/OA","1993.33","33","204","16.18","2939.36","14412297.73","3796.35","0","(null)"
"25017","MIDDLESEX, MA","22","090","RA/OA","1075","106","583","18.18","2939.36","14412297.73","3796.35","0","(null)"
"25021","NORFOLK, MA","22","130","RA/OA","2206.67","44","235","18.72","2939.36","14412297.73","3796.35","0","(null)"
"25025","SUFFOLK, MA","22","160","RA/OA","4210","33","209","15.79","2939.36","14412297.73","3796.35","0","(null)"
"25027","WORCESTER, MA","22","170","RA/OA","2855","61","311","19.61","2939.36","14412297.73","3796.35","0","(null)"
"26025","CALHOUN, MI","23","120","RA/OA","1770","10","52","19.23","2939.36","14412297.73","3796.35","0","(null)"
"26049","GENESEE, MI","23","240","RA/OA","3610","37","167","22.16","2939.36","14412297.73","3796.35","0","(null)"
"26051","GLADWIN, MI","23","250","RA/OA","1395","6","20","30","2939.36","14412297.73","3796.35","0","(null)"
"26053","GOGEBIC, MI","23","260","RA/OA","480","4","9","44.44","2939.36","14412297.73","3796.35","0","(null)"
"26077","KALAMAZOO, MI","23","380","RA/OA","390","21","107","19.63","2939.36","14412297.73","3796.35","0","(null)"
"26081","KENT, MI","23","400","RA/OA","3116.67","44","195","22.56","2939.36","14412297.73","3796.35","0","(null)"
"26099","MACOMB, MI","23","490","RA/OA","2520","62","319","19.44","2939.36","14412297.73","3796.35","0","(null)"
"26119","MONTMORENCY, MI","23","590","RA/OA","5000","7","14","50","2939.36","14412297.73","3796.35","0","(null)"
"26125","OAKLAND, MI","23","620","RA/OA","3650","90","454","19.82","2939.36","14412297.73","3796.35","0","(null)"
"26149","ST. JOSEPH, MI","23","740","RA/OA","440","6","25","24","2939.36","14412297.73","3796.35","0","(null)"
"26151","SANILAC, MI","23","750","RA/OA","300","2","20","10","2939.36","14412297.73","3796.35","0","(null)"
"26163","WAYNE, MI","23","810","RA/OA","2293","155","690","22.46","2939.36","14412297.73","3796.35","0","(null)"
"27015","BROWN, MN","24","070","RA/OA","1840","2","13","15.38","2939.36","14412297.73","3796.35","0","(null)"
"27037","DAKOTA, MN","24","180","RA/OA","1120","9","102","8.82","2939.36","14412297.73","3796.35","0","(null)"
"27053","HENNEPIN, MN","24","260","RA/OA","2620","47","366","12.84","2939.36","14412297.73","3796.35","0","(null)"
"27123","RAMSEY, MN","24","610","RA/OA","350","39","211","18.48","2939.36","14412297.73","3796.35","0","(null)"
"27139","SCOTT, MN","24","690","RA/OA","1690","4","21","19.05","2939.36","14412297.73","3796.35","0","(null)"
"27145","STEARNS, MN","24","720","RA/OA","700","10","46","21.74","2939.36","14412297.73","3796.35","0","(null)"
"28035","FORREST, MS","25","170","RA/OA","1730","10","45","22.22","2939.36","14412297.73","3796.35","0","(null)"
"28047","HARRISON, MS","25","230","RA/OA","2120","10","72","13.89","2939.36","14412297.73","3796.35","0","(null)"
"28049","HINDS, MS","25","240","RA/OA","7979","25","110","22.73","2939.36","14412297.73","3796.35","1243.29","high"
"28075","LAUDERDALE, MS","25","370","RA/OA","590","6","28","21.43","2939.36","14412297.73","3796.35","0","(null)"
"28079","LEAKE, MS","25","390","RA/OA","1450","5","12","41.67","2939.36","14412297.73","3796.35","0","(null)"
"28113","PIKE, MS","25","560","RA/OA","700","5","26","19.23","2939.36","14412297.73","3796.35","0","(null)"
"28117","PRENTISS, MS","25","580","RA/OA","17556","7","18","38.89","2939.36","14412297.73","3796.35","10820.29","high"
"29031","CAPE GIRARDEAU, MO","26","150","RA/OA","2120","3","23","13.04","2939.36","14412297.73","3796.35","0","(null)"
"29069","DUNKLIN, MO","26","340","RA/OA","670","4","13","30.77","2939.36","14412297.73","3796.35","0","(null)"
"29077","GREENE, MO","26","380","RA/OA","1195","22","108","20.37","2939.36","14412297.73","3796.35","0","(null)"
"29081","HARRISON, MO","26","400","RA/OA","970","2","6","33.33","2939.36","14412297.73","3796.35","0","(null)"
"29185","ST. CLAIR, MO","26","911","RA/OA","1080","4","8","50","2939.36","14412297.73","3796.35","0","(null)"
"29187","ST. FRANCOIS, MO","26","930","RA/OA","530","8","44","18.18","2939.36","14412297.73","3796.35","0","(null)"
"29189","ST. LOUIS, MO","26","940","RA/OA","1918.57","68","400","17","2939.36","14412297.73","3796.35","0","(null)"
"29510","ST. LOUIS CITY, MO","26","950","RA/OA","1010","25","115","21.74","2939.36","14412297.73","3796.35","0","(null)"
"30029","FLATHEAD, MT","27","140","RA/OA","1210","10","48","20.83","2939.36","14412297.73","3796.35","0","(null)"
"30039","GRANITE, MT","27","190","RA/OA","3170","2","3","66.67","2939.36","14412297.73","3796.35","0","(null)"
"30053","LINCOLN, MT","27","260","RA/OA","10118","3","20","15","2939.36","14412297.73","3796.35","3382.29","high"
"30063","MISSOULA, MT","27","310","RA/OA","1000","9","40","22.5","2939.36","14412297.73","3796.35","0","(null)"
"31025","CASS, NE","28","120","RA/OA","1990","3","7","42.86","2939.36","14412297.73","3796.35","0","(null)"
"31055","DOUGLAS, NE","28","270","RA/OA","3070","36","167","21.56","2939.36","14412297.73","3796.35","0","(null)"
"31095","JEFFERSON, NE","28","470","RA/OA","2260","2","5","40","2939.36","14412297.73","3796.35","0","(null)"
"31119","MADISON, NE","28","590","RA/OA","4910","3","13","23.08","2939.36","14412297.73","3796.35","0","(null)"
"31157","SCOTT BLUFF, NE","28","780","RA/OA","3130","4","10","40","2939.36","14412297.73","3796.35","0","(null)"
"31159","SEWARD, NE","28","790","RA/OA","1195","4","9","44.44","2939.36","14412297.73","3796.35","0","(null)"
"32003","CLARK, NV","29","010","RA/OA","3335","99","560","17.68","2939.36","14412297.73","3796.35","0","(null)"
"32019","LYON, NV","29","090","RA/OA","2670","6","23","26.09","2939.36","14412297.73","3796.35","0","(null)"
"32021","MINERAL, NV","29","100","RA/OA","3840","1","4","25","2939.36","14412297.73","3796.35","0","(null)"
"32023","NYE, NV","29","110","RA/OA","3380","2","20","10","2939.36","14412297.73","3796.35","0","(null)"
"32031","WASHOE, NV","29","150","RA/OA","1460","26","160","16.25","2939.36","14412297.73","3796.35","0","(null)"
"33009","GRAFTON, NH","30","040","RA/OA","2490","10","64","15.63","2939.36","14412297.73","3796.35","0","(null)"
"33015","ROCKINGHAM, NH","30","070","RA/OA","980","20","126","15.87","2939.36","14412297.73","3796.35","0","(null)"
"33019","SULLIVAN, NH","30","090","RA/OA","5300","5","31","16.13","2939.36","14412297.73","3796.35","0","(null)"
"34001","ATLANTIC, NJ","31","000","RA/OA","1495","22","108","20.37","2939.36","14412297.73","3796.35","0","(null)"
"34003","BERGEN, NJ","31","100","RA/OA","3105","73","332","21.99","2939.36","14412297.73","3796.35","0","(null)"
"34005","BURLINGTON, NJ","31","150","RA/OA","20104","40","168","23.81","2939.36","14412297.73","3796.35","13368.29","high"
"34011","CUMBERLAND, NJ","31","190","RA/OA","3010","12","55","21.82","2939.36","14412297.73","3796.35","0","(null)"
"34013","ESSEX, NJ","31","200","RA/OA","2920","48","246","19.51","2939.36","14412297.73","3796.35","0","(null)"
"34015","GLOUCESTER, NJ","31","220","RA/OA","2180","16","99","16.16","2939.36","14412297.73","3796.35","0","(null)"
"34017","HUDSON, NJ","31","230","RA/OA","2190","38","176","21.59","2939.36","14412297.73","3796.35","0","(null)"
"34021","MERCER, NJ","31","260","RA/OA","2060","29","131","22.14","2939.36","14412297.73","3796.35","0","(null)"
"34023","MIDDLESEX, NJ","31","270","RA/OA","9309","49","252","19.44","2939.36","14412297.73","3796.35","2573.29","high"
"34025","MONMOUTH, NJ","31","290","RA/OA","3070","58","237","24.47","2939.36","14412297.73","3796.35","0","(null)"
"34029","OCEAN, NJ","31","310","RA/OA","1875","51","288","17.71","2939.36","14412297.73","3796.35","0","(null)"
"34035","SOMERSET, NJ","31","350","RA/OA","1310","14","80","17.5","2939.36","14412297.73","3796.35","0","(null)"
"34041","WARREN, NJ","31","390","RA/OA","1170","7","43","16.28","2939.36","14412297.73","3796.35","0","(null)"
"35001","BERNALILLO, NM","32","000","RA/OA","1410","40","310","12.9","2939.36","14412297.73","3796.35","0","(null)"
